SK_ID_CURR,TARGET
100001,0.06667738439305013
100005,0.12885546498778197
100013,0.08444959990663956
100028,0.060502202969605484
100038,0.1278782416285684
100042,0.05680511026251728
100057,0.08424426341648089
100065,0.12370847526327379
100066,0.049418708843251814
100067,0.10145665375065603
100074,0.06485310822233688
100090,0.11539267533498214
100091,0.11541400152229779
100092,0.10119359772806102
100106,0.15551181832189095
100107,0.11194186917928702
100109,0.10151616567018175
100117,0.07802845541767017
100128,0.07224367394670192
100141,0.08956965040572379
100150,0.07318506640689385
100168,0.06821712995916025
100169,0.045372284364120545
100170,0.08556077507708985
100171,0.09873176586801531
100172,0.12209913949681207
100184,0.07480591621293008
100187,0.06407255062384169
100212,0.08666125148060212
100222,0.0859175605543572
100223,0.06237665844789441
100232,0.0732657401590191
100241,0.1382123884788341
100245,0.07888644103479629
100253,0.06154706136281155
100256,0.09203173940456881
100271,0.05617159292132456
100278,0.10372295640796535
100280,0.0707642696388723
100306,0.1506048386107119
100311,0.10862339487205343
100312,0.06532242511241342
100330,0.07406289858306876
100331,0.09196191531815592
100352,0.09528555346113536
100358,0.09459988260015065
100367,0.08829828722377464
100382,0.0843202540930825
100384,0.07293159914735164
100385,0.11511096864046215
100386,0.09040631793338866
100399,0.07466390408503422
100404,0.06889812202845812
100416,0.07300909802652791
100422,0.1239411824673355
100426,0.07926205335962898
100438,0.06661979172783597
100444,0.10961498460670521
100445,0.12344341339583949
100446,0.11546185321429431
100447,0.06606267781295831
100450,0.07558178700800272
100466,0.09010343851794445
100483,0.07324026834956858
100484,0.0548171434942203
100494,0.0822768546734397
100510,0.12681809439483363
100512,0.06124892693022356
100517,0.06935599404657695
100548,0.060523200111792054
100551,0.0706543038204844
100552,0.1238644542224477
100553,0.08447448430593059
100561,0.09119286220519245
100568,0.12031271577709313
100569,0.06958251070984947
100591,0.09656007606919664
100592,0.04806613575867929
100602,0.10547181115116475
100607,0.07990885042816388
100613,0.08566983508105445
100617,0.07717703519761199
100618,0.09162093607076023
100622,0.16150373574960708
100625,0.12351414274124901
100677,0.08351995085094155
100699,0.07592161358386346
100702,0.1322149222316015
100711,0.08540213314538705
100729,0.13860501801830777
100740,0.11546539265604863
100744,0.10206415699472884
100745,0.09990797378029517
100747,0.09680617611738226
100751,0.11099945742636452
100752,0.08850064912887186
100753,0.1446019904041064
100754,0.09833301834654365
100760,0.11097458939497759
100762,0.09565585804402979
100763,0.07530833648134835
100765,0.07567355382548879
100770,0.09919807988508371
100772,0.085169651970632
100777,0.08392596554063017
100791,0.06790632583954578
100792,0.05910576211672981
100797,0.08872039964417708
100823,0.09271724259296565
100826,0.09178519618286204
100830,0.06760078963292052
100836,0.13135824504344631
100872,0.08161817834946736
100910,0.08675566353782484
100913,0.060001272091792845
100918,0.0772179414585006
100931,0.05688552901485965
100952,0.11802187060972724
100953,0.10492224760782094
100965,0.10774931855532069
100970,0.08179481259780491
100982,0.1167668666140036
100983,0.08592329539075304
100984,0.06692867563306552
100987,0.11356197152652246
100997,0.08914529153727951
100998,0.12962291601876805
101002,0.0998221401677928
101005,0.1316198003540224
101008,0.11989408893006286
101020,0.09522985058584704
101021,0.09191626000607654
101024,0.09314095329951844
101025,0.12470999945427388
101026,0.09877985771008178
101031,0.08750714407754766
101041,0.05796981172862793
101051,0.06453804305862797
101055,0.0882417381276986
101056,0.1287650568870646
101057,0.09988341598573885
101064,0.0743478984854312
101079,0.08172186278893508
101087,0.08852305270976987
101090,0.06517425760411368
101092,0.08912482347199743
101097,0.09835570923514425
101099,0.057683745656608686
101107,0.09005311464453364
101118,0.09171967739144911
101125,0.09814399619065946
101126,0.08143004112984144
101128,0.096812012191595
101136,0.12718781825241163
101140,0.10581263700696765
101149,0.0746395497971299
101160,0.0820202828551363
101169,0.11795147189113879
101181,0.07492902088761991
101186,0.05798743966077125
101190,0.10001479632090753
101193,0.11465190105741543
101194,0.08860727585148309
101198,0.09595785109601236
101200,0.07715108158583404
101204,0.10027543591990691
101211,0.08250147456280547
101213,0.08207944146452413
101223,0.07013583317894143
101225,0.0911200149389295
101237,0.07615969073450653
101243,0.08082778742189006
101244,0.1057331388482315
101258,0.0708512250788835
101259,0.15200396797474416
101268,0.10375529459000864
101269,0.06755447386109241
101271,0.11353282387954011
101279,0.07247983358605051
101281,0.0900487471146977
101287,0.07342802532664625
101292,0.0950408099570086
101294,0.07782822169197494
101296,0.06730979201733171
101297,0.08132191467189759
101299,0.06071373039204967
101301,0.07793637501342607
101305,0.07790215540528156
101308,0.06719554954464574
101318,0.056496448470200376
101327,0.11010467723123848
101329,0.102434754098601
101332,0.06503869308412252
101337,0.09370942258987432
101343,0.06388921267144004
101345,0.08152843613827755
101346,0.0917740115633647
101353,0.053335954544164926
101354,0.10865326537877604
101355,0.09656129144014915
101356,0.05821906659026957
101362,0.1083881109397102
101363,0.12282215857472203
101365,0.08218998903690611
101366,0.09725676393225799
101367,0.11783171523487365
101368,0.05546534138860956
101374,0.12089587336231877
101380,0.06125646653894823
101383,0.06760525150872032
101398,0.05372125052779902
101399,0.13483176560862023
101401,0.09581385112724011
101412,0.09980419336140589
101426,0.10792993396210344
101427,0.1378910090169788
101428,0.09980267842711038
101429,0.09700276046513442
101434,0.06969777132420676
101440,0.08980059064878627
101448,0.09590376700980516
101449,0.08155184647048301
101465,0.07390936910697124
101467,0.0662697029477565
101472,0.1429854965040769
101478,0.08257328177854033
101497,0.08691893795745545
101504,0.06590549828237356
101547,0.08415792657006581
101548,0.09936857993156677
101555,0.07822256486371157
101570,0.09256489912491744
101572,0.07120510934468272
101578,0.07840137449148679
101580,0.10654996939596771
101588,0.09861438807809593
101602,0.07638233704471734
101610,0.10015546518098324
101614,0.11785760064637038
101616,0.09584868335709396
101643,0.09189431646197156
101644,0.09980287710479822
101649,0.08741590770120876
101650,0.10072611581224579
101665,0.06274739488274976
101667,0.12686581397435956
101669,0.05876733725339068
101674,0.13301735178178337
101675,0.08706463139763851
101678,0.10700072945414359
101682,0.07763214026892083
101686,0.09714249107499842
101697,0.12716859821472806
101700,0.09134642241066811
101711,0.06961165195287057
101714,0.050961756366221446
101715,0.10487706570748098
101728,0.0963130231810703
101732,0.07181798332456917
101757,0.09299551290376135
101758,0.09904173914016219
101759,0.10230590034637556
101762,0.051159303025740885
101764,0.07346662556218883
101780,0.11388128345556137
101784,0.08978941047373937
101789,0.07311075742365046
101816,0.08421293950411061
101819,0.059696132316006074
101827,0.043681072832786536
101863,0.08501296476098213
101867,0.10185875635790105
101870,0.0729686062004522
101873,0.10398798310203194
101878,0.09528032108665649
101879,0.05691209692271458
101880,0.07135514011641755
101887,0.10741878437350247
101897,0.06357652932125128
101901,0.06242398535328443
101903,0.1449032092519613
101920,0.07208347898496416
101921,0.08191882497780109
101922,0.08203660923666527
101961,0.15105831494685643
101962,0.07705363085671176
101971,0.07270485944945324
101976,0.12245830185164
102002,0.09856450677627843
102005,0.06714096519547627
102007,0.14057267248787508
102017,0.07215231015028098
102019,0.12104825587483733
102029,0.06051662291299276
102051,0.08927574520049385
102052,0.06619680282257
102054,0.07896095869344218
102062,0.11403253387792218
102067,0.10085953133325859
102068,0.09343454071132276
102070,0.07097215823206791
102090,0.07711815283290173
102092,0.1371942969095318
102099,0.12539997317807944
102100,0.05249182009823563
102112,0.099236479315311
102113,0.09644462994181617
102122,0.10404586247293289
102123,0.07746768833948849
102125,0.06777888815317457
102126,0.10459934676540383
102146,0.09244031593853827
102147,0.1043784453661787
102151,0.08338019542045512
102158,0.09306089285251835
102159,0.07670901714133235
102162,0.06902705172474648
102165,0.07852864703912514
102166,0.10133082016245655
102174,0.06682215134888092
102193,0.13856629586891472
102198,0.08719446204248911
102205,0.10532672535848409
102206,0.0974661504461437
102218,0.09058341924200536
102221,0.0952851389214591
102230,0.08766119834576765
102238,0.08484640544543613
102248,0.0661547637363947
102252,0.10074593980362984
102259,0.06442406998649257
102262,0.09942689273242183
102273,0.07170669317418703
102286,0.0914328481653551
102293,0.08256436585973795
102294,0.05843029851055004
102296,0.0712563133461876
102298,0.10394889149523989
102303,0.07717846857230788
102309,0.09462049882788762
102315,0.06635728528717481
102340,0.0759911659729804
102342,0.06812234116600711
102344,0.08705700687354505
102346,0.10827905336199742
102347,0.06627744711086113
102374,0.11112634277123251
102380,0.10249132908801199
102387,0.08098373556766039
102393,0.0739675313734572
102403,0.082487067429765
102413,0.08861331159470642
102414,0.06657886903898508
102415,0.07985245285131073
102416,0.08076230443429429
102439,0.09076547768716806
102441,0.08285426397885179
102443,0.07571446800023697
102444,0.10176091330855415
102445,0.1410341322796062
102448,0.07063313717236223
102449,0.09286254259109673
102450,0.13104342769871982
102456,0.07252915674467664
102458,0.09492663757599375
